iter	RMSE
184	0.01074168614
185	0.01067605762
186	0.01061934201
187	0.01061454754
188	0.01059899295
189	0.01058873887
190	0.01042985321
191	0.01036747342
192	0.01026847057
193	0.01021724304
194	0.01016075414
195	0.01014654043
196	0.01005360426
197	0.01003998054
198	0.009941484946
199	0.009857613933
200	0.009839586508
201	0.009749742547
202	0.009682302426
203	0.009669762321
204	0.009666601012
205	0.009662812808
206	0.009601468033
207	0.009592116329
208	0.009486639066
209	0.009413411618
210	0.009382650763
211	0.009377780048
212	0.009375263008
213	0.009280868697
214	0.009208776286
215	0.009161581294
216	0.009157779013
217	0.009148521978
218	0.009126353635
219	0.009043646318
220	0.009040896664
221	0.008956413311
222	0.008914817134
223	0.008904230143
224	0.00889236369
225	0.008889697775
226	0.008878804138
227	0.008845377303
228	0.008765071313
229	0.008688826742
230	0.008686427942
231	0.008663678888
232	0.008611756906
233	0.008522880636
234	0.008465457443
235	0.008460204791
236	0.008409913517
237	0.008407564701
238	0.008354642288
239	0.008343581484
240	0.008269249788
241	0.008176399229
242	0.008172719007
243	0.008096539858
244	0.008085899552
245	0.008067077092
246	0.007969142578
247	0.007902929532
248	0.007831710295
249	0.007786240878
250	0.007723193218
251	0.007638460652
252	0.007575630062
253	0.007491419792
254	0.007431385666
255	0.007373355163
256	0.007315742325
257	0.00728156788
258	0.007247953257
259	0.007216109593
260	0.007160767698
261	0.007130412976
262	0.007101642514
263	0.00705863848
264	0.007031425221
265	0.006988769458
266	0.006937151659
267	0.006910322127
268	0.006882084298
269	0.006811491023
270	0.006772673676
271	0.006731476308
272	0.00669270338
273	0.006647966476
274	0.006638290139
275	0.006617095714
276	0.006612581358
277	0.006604322059
278	0.006596258913
279	0.006588386954
280	0.006553884747
281	0.006541737419
282	0.006505769835
283	0.006472366322
284	0.006451403816
285	0.006447669602
286	0.006439793153
287	0.006408480827
288	0.006388829487
289	0.006325351297
290	0.006302895573
291	0.006291671275
292	0.006280101774
293	0.006218937501
294	0.006204612909
295	0.006187576538
296	0.006161985618
297	0.006119459839
298	0.006095820651
299	0.006066407562
300	0.006064127438
301	0.006048627595
302	0.006008739845
303	0.006001529421
304	0.005990519086
305	0.005974784785
306	0.005948246057
307	0.005938390156
308	0.005929185036
309	0.005918158616
310	0.005904309703
311	0.005901324105
312	0.005886115973
313	0.005875973324
314	0.005869459749
315	0.005861913457
316	0.005837100629
317	0.005830864216
318	0.005828134455
319	0.00579856826
320	0.005793665692
321	0.005778749539
322	0.005769805865
323	0.00574656502
324	0.005730319763
325	0.005711107326
326	0.005692120207
327	0.005682243711
328	0.005674727446
329	0.005666565011
330	0.005653728633
331	0.005639584795
332	0.005591719193
333	0.005564059105
334	0.00555137511
335	0.005523621911
336	0.005511679042
337	0.005501486558
338	0.005456797629
339	0.005437287527
340	0.005433533588
341	0.005426776759
342	0.005416350531
343	0.005411267454
344	0.005394726644
345	0.005371950844
346	0.005364364037
347	0.005340417256
348	0.005324164466
349	0.005319653145
350	0.005307731207
351	0.005266726903
352	0.005260358377
353	0.005248762122
354	0.005245176039
355	0.005220083502
356	0.005212613419
357	0.005191501561
358	0.005177822108
359	0.005170137619
360	0.005131829699
361	0.00510912195
362	0.005102633643
363	0.005094279879
364	0.005088230509
365	0.005084711794
366	0.005072601074
367	0.005051300246
368	0.005041446859
369	0.005034692868
370	0.004998692042
371	0.004981672393
372	0.004969395931
373	0.004962546377
374	0.004955834967
375	0.004935622053
376	0.004925637933
377	0.004916293533
378	0.004905749544
379	0.004894375529
380	0.004879330341
381	0.004863252295
382	0.004849188634
383	0.004819047844
384	0.004803974403
385	0.004798140817
386	0.004788730651
387	0.004767995612
388	0.004755796659
389	0.004743079594
390	0.004733893849
391	0.004713082509
392	0.004708231302
393	0.004702831141
394	0.004685132668
395	0.004668856774
396	0.004652215603
397	0.004644307815
398	0.004637796439
399	0.004630486219
400	0.004618071919
401	0.004603103642
402	0.004583921666
403	0.004572537643
404	0.004562295199
405	0.004553232581
406	0.004522102632
407	0.004515547885
408	0.004505618675
409	0.004476585578
410	0.004469380697
411	0.004458434831
412	0.004449239845
413	0.004422304492
414	0.00440634923
415	0.004401478694
416	0.004387535143
417	0.004381111695
418	0.004377560261
419	0.004364376073
420	0.004351611957
421	0.004345226738
422	0.004337499015
423	0.004318835127
424	0.004305941368
425	0.00429892627
426	0.004290083336
427	0.004272300108
428	0.00426312576
429	0.004249859996
430	0.00422614903
431	0.004221434031
432	0.004217427348
433	0.004207490607
434	0.004199769828
435	0.00419381294
436	0.004186455398
437	0.004180818547
438	0.004176574791
439	0.004166975942
440	0.004152808606
441	0.004145874881
442	0.004139559384
443	0.004134760585
444	0.004127440399
445	0.004122822299
446	0.004106620696
447	0.004103080357
448	0.004082181725
449	0.004059971987
450	0.004056122319
451	0.004051661685
452	0.004041918593
453	0.004032838438
454	0.004024037989
455	0.004018180547
456	0.004014156069
457	0.004002216887
458	0.003995586915
459	0.003991590538
460	0.003984998119
461	0.003978746239
462	0.003974446426
463	0.003965707273
464	0.003960081729
465	0.003953082408
466	0.00394801787
467	0.003942150457
468	0.003933818778
469	0.003928625461
470	0.003920122102
471	0.003917217218
472	0.003909246699
473	0.003901686576
474	0.00389591808
475	0.003884523566
476	0.003874100676
477	0.003866658466
478	0.003859632138
479	0.003847949082
480	0.003842510637
481	0.003821641401
482	0.003812246995
483	0.003805979299
484	0.0038033526
485	0.003799785713
486	0.003791226751
487	0.003787723301
488	0.003777072679
489	0.003771759533
490	0.003760746856
491	0.003756984633
492	0.00375295433
493	0.003743111093
494	0.003737436327
495	0.003727210008
496	0.003721672011
497	0.003718984218
498	0.003713427188
499	0.003711785245
500	0.003708117985
501	0.003703096038
502	0.00369609787
503	0.003693868766
504	0.00368392655
505	0.003664517712
506	0.003641046543
507	0.00363242728
508	0.003627459895
509	0.003618135006
510	0.003610111318
511	0.003602519545
512	0.00358435482
513	0.003572026123
514	0.00356339938
515	0.00355553759
516	0.003550296991
517	0.003538597758
518	0.003535894149
519	0.003526608244
520	0.003509995683
521	0.003499336229
522	0.003491197196
523	0.003488558415
524	0.003483003389
525	0.003481344956
526	0.003476825416
527	0.003473547671
528	0.00346938832
529	0.003460463081
530	0.003454603525
531	0.003428301233
532	0.003424494299
533	0.003419216954
534	0.003414716059
535	0.003413165358
536	0.003408539976
537	0.003405017426
538	0.003388251974
539	0.003381921485
540	0.003380529746
541	0.00337749147
542	0.003372594449
543	0.003363290636
544	0.003354276401
545	0.003345230563
546	0.003338471545
547	0.003333517264
548	0.003315362319
549	0.003309500729
550	0.003303814786
551	0.00329981893
552	0.003296276834
553	0.003289300369
554	0.003282856043
555	0.003279208439
556	0.003276377606
557	0.003270282166
558	0.00325996483
559	0.003256997019
560	0.003241884997
561	0.003237015321
562	0.003233355982
563	0.003228161095
564	0.003220099676
565	0.003216547284
566	0.003213338792
567	0.003199749175
568	0.003194582127
569	0.003190205678
570	0.003184933529
571	0.003179784978
572	0.003175295139
573	0.003170670493
574	0.003165311103
575	0.00315912559
576	0.003155851931
577	0.003151502906
578	0.003143639799
579	0.003135032055
580	0.003132105845
581	0.003124276806
582	0.003120129458
583	0.003116163013
584	0.003109431742
585	0.003106909869
586	0.003103081611
587	0.003098460363
588	0.00309443986
589	0.00308925495
590	0.003086540443
591	0.003082228344
592	0.003079120426
593	0.003071197269
594	0.003067707891
595	0.003062800684
596	0.00305932259
597	0.003055112662
598	0.003051458284
599	0.00304814811
600	0.003039227057
601	0.003033952395
602	0.00302770465
603	0.003025191804
604	0.003016858594
605	0.003011477883
606	0.003008716521
607	0.003003548858
608	0.002997631952
609	0.002994383823
610	0.002989738694
611	0.002984025679
612	0.002980410642
613	0.002975053665
614	0.002971931513
615	0.002966264053
616	0.002960479381
617	0.002957591496
618	0.002952910596
619	0.002947134661
620	0.002941999992
621	0.00293945487
622	0.002936708505
623	0.00293276275
624	0.002921494538
625	0.002916911185
626	0.00291363661
627	0.002908993008
628	0.002906307595
629	0.002900524459
630	0.002895082412
631	0.002892683891
632	0.002888384341
633	0.00288615201
634	0.002882039745
635	0.002880074121
636	0.002870264872
637	0.002864572886
638	0.002862438521
639	0.002859167258
640	0.002856874877
641	0.002849381986
642	0.002847769863
643	0.002845578632
644	0.002842287918
645	0.00283884717
646	0.002832974851
647	0.002828658823
648	0.002824566844
649	0.002821056463
650	0.002819080935
651	0.002810886144
652	0.00280707332
653	0.002802393797
654	0.002797956883
655	0.002786470938
656	0.002783108353
657	0.002781141886
658	0.002779265178
659	0.002775489773
660	0.002773700792
661	0.002769365746
662	0.002767870796
663	0.002761796624
664	0.00275777991
665	0.002753996384
666	0.002749086825
667	0.002745673669
668	0.002743689928
669	0.002741994749
670	0.002739063431
671	0.002737300197
672	0.002733777485
673	0.00273082939
674	0.002726665998
675	0.002724446855
676	0.00272093168
677	0.002714964763
678	0.002712451784
679	0.002700990841
680	0.002691568095
681	0.002689257095
682	0.00268576923
683	0.002682834228
684	0.002680834796
685	0.002679326882
686	0.002676852502
687	0.002669770061
688	0.002664855029
689	0.002661909605
690	0.002659387911
691	0.002656709977
692	0.002651828408
693	0.002650137239
694	0.002639476609
695	0.002635548678
696	0.002629722164
697	0.002626724421
698	0.002622722955
699	0.002617764749
700	0.002608319404
701	0.002600915718
702	0.002597583699
703	0.002593041518
704	0.002588734456
705	0.002587536657
706	0.002583029964
707	0.002581153384
708	0.002575028159
709	0.002571933195
710	0.002570595053
711	0.002568927118
712	0.002560486519
713	0.002557655346
714	0.00255293903
715	0.002549248917
716	0.002545537695
717	0.002543126366
718	0.002538645714
719	0.002537446211
720	0.002535908971
721	0.002534040279
722	0.002531506933
723	0.002530680885
724	0.00252837249
725	0.002524873382
726	0.002521554717
727	0.002511368636
728	0.002509062403
729	0.002503531649
730	0.002501968773
731	0.002501360263
732	0.002499936607
733	0.00249675492
734	0.002494148698
735	0.002490716027
736	0.002488636772
737	0.002484166406
738	0.002481557853
739	0.00247789261
740	0.002469167278
741	0.002467097038
742	0.002465869158
743	0.002462935536
744	0.002459347742
745	0.002457666183
746	0.002453662237
747	0.002453024968
748	0.00244736902
749	0.002445972689
750	0.002442619925
751	0.002440846417
752	0.002436047913
753	0.00243127657
754	0.002425030169
755	0.002420646103
756	0.002420034334
757	0.002419572948
758	0.002417582287
759	0.002412939169
760	0.002408977552
761	0.002402972488
762	0.002401337438
763	0.002397513583
764	0.002395713465
765	0.002392660693
766	0.00239020284
767	0.002387941093
768	0.00238543337
769	0.002381016062
770	0.002378807558
771	0.002376078616
772	0.002373809785
773	0.002372128174
774	0.002369713022
775	0.002367548389
776	0.002362196329
777	0.002359325104
778	0.002354076244
779	0.002352411287
780	0.002350040498
781	0.002346280429
782	0.002338388398
783	0.002336517864
784	0.002329095671
785	0.002325283133
786	0.002322407648
787	0.002321164336
788	0.00231781299
789	0.002315689629
790	0.002313695889
791	0.002308883133
792	0.002301895963
793	0.002299922276
794	0.002295902641
795	0.002290756002
796	0.002286650949
797	0.002283418903
798	0.002281055599
799	0.002278328767
800	0.002276768354
801	0.002274800894
802	0.002273229615
803	0.002268587555
804	0.002266809244
805	0.002264577719
806	0.002260556155
807	0.002258169461
808	0.002257026644
809	0.002251821571
810	0.002248693342
811	0.002245401434
812	0.002243079082
813	0.002238216632
814	0.002237252962
815	0.002236985388
816	0.002232526879
817	0.002231658199
818	0.002228772241
819	0.002226411555
820	0.002221670431
821	0.002217084651
822	0.002214396167
823	0.002210762708
824	0.002204298656
825	0.002202863887
826	0.002201190762
827	0.002196435343
828	0.00219495241
829	0.002193534803
830	0.002191501592
831	0.002188149952
832	0.002186289642
833	0.00218481884
834	0.002182275446
835	0.002181102116
836	0.002175215681
837	0.002173985649
838	0.002171270798
839	0.002166503829
840	0.00216615629
841	0.002163761795
842	0.002161553668
843	0.002156062082
844	0.002154776337
845	0.002154033328
846	0.002152210267
847	0.002149699805
848	0.002148315087
849	0.002146288473
850	0.002142385619
851	0.002138682486
852	0.002133699236
853	0.002131287147
854	0.002128852956
855	0.00212658961
856	0.002125168116
857	0.002122721274
858	0.002118396893
859	0.002116952046
860	0.002115067226
861	0.002113168165
862	0.002110132076
863	0.00210843029
864	0.00210713558
865	0.002102382177
866	0.002101672105
867	0.002099276998
868	0.002096371055
869	0.002094600162
870	0.002092643463
871	0.002090491274
872	0.002088322534
873	0.002085855783
874	0.002083473212
875	0.002080662445
876	0.002079298965
877	0.002077834914
878	0.00207658973
879	0.002074213883
880	0.00207019963
881	0.002069282484
882	0.002065028973
883	0.00206193555
884	0.002061020937
885	0.002060534217
886	0.002057490691
887	0.002052608756
888	0.002052025527
889	0.00204818644
890	0.00204618657
891	0.002043078933
892	0.002042708756
893	0.002038021739
894	0.002037656091
895	0.002034292971
896	0.002030269012
897	0.002029062404
898	0.002024772414
899	0.002023528893
900	0.002018517134
901	0.00201827371
902	0.002017868516
903	0.002015269029
904	0.00201287657
905	0.002010333031
906	0.002010136375
907	0.002008065398
908	0.002006408073
909	0.002006074726
910	0.002004728623
911	0.002002786537
912	0.002000527448
913	0.001998040293
914	0.001995506211
915	0.001993579368
916	0.001993404247
917	0.001991314209
918	0.001989683235
919	0.001986672357
920	0.001985604417
921	0.001982565883
922	0.001979039732
923	0.001976431744
924	0.001976203152
925	0.001973020807
926	0.001972144109
927	0.001968718286
928	0.001966623511
929	0.001964550135
930	0.001961547628
931	0.001957392529
932	0.001954343301
933	0.001953495314
934	0.001951361191
935	0.001947591423
936	0.001946571818
937	0.001941767268
938	0.001940001604
939	0.001937688556
940	0.00193570151
941	0.001933513797
942	0.001933175104
943	0.001928671562
944	0.001921853886
945	0.001919363242
946	0.001918201246
947	0.001914904653
948	0.001914034143
949	0.001911635949
950	0.001911334202
951	0.001909901895
952	0.001908871338
953	0.001904706535
954	0.001904116857
955	0.001901030963
956	0.001899800049
957	0.001896217178
958	0.001894493628
959	0.001893720351
960	0.001891280722
961	0.001889849076
962	0.001887824967
963	0.001885746451
964	0.001883899924
965	0.001882177501
966	0.001882106713
967	0.001882001485
968	0.001881831763
969	0.001880146143
970	0.0018784358
971	0.001876138065
972	0.001873558805
973	0.001872070931
974	0.001870904305
975	0.001870829008
976	0.001870720882
977	0.001869889967
978	0.001868677951
979	0.001865661875
980	0.001863263077
981	0.001860393233
982	0.001856554681
983	0.001856475158
984	0.001852879149
985	0.001851341009
986	0.001848573635
987	0.00184783129
988	0.001846139896
989	0.001845296234
990	0.001844231435
991	0.001842250633
992	0.001840998257
993	0.001838036634
994	0.001835807633
995	0.001833468752
996	0.001831199378
997	0.001830823313
998	0.001829436201
999	0.001829110959
